2ID	IID	sex
65256	65256	2
65257	65257	2
65258	65258	2
65259	65259	1
65260	65260	2
65261	65261	1
65262	65262	2
65263	65263	1
65264	65264	2
65265	65265	2
65266	65266	2
65267	65267	1
65268	65268	2
65269	65269	2
65270	65270	2
65271	65271	2
65272	65272	2
65273	65273	2
65274	65274	2
65275	65275	1
65276	65276	1
65277	65277	2
65278	65278	2
65279	65279	1
65280	65280	1
65281	65281	1
65282	65282	1
65283	65283	1
65284	65284	1
65285	65285	0
65286	65286	1
65287	65287	2
65288	65288	2
65289	65289	2
65290	65290	1
65291	65291	2
65292	65292	2
65293	65293	2
65294	65294	2
65295	65295	2
65296	65296	2
65297	65297	1
65298	65298	1
65299	65299	2
65300	65300	1
65301	65301	2
65302	65302	2
65303	65303	1
65304	65304	1
65305	65305	2
65306	65306	1
65307	65307	1
65308	65308	2
65309	65309	2
65310	65310	2
65311	65311	1
65312	65312	0
65313	65313	1
65314	65314	1
65315	65315	1
65316	65316	2
65317	65317	2
65318	65318	1
65319	65319	2
65320	65320	1
65321	65321	2
65322	65322	1
65323	65323	1
65324	65324	1
65325	65325	2
65326	65326	2
65327	65327	2
65328	65328	2
65329	65329	2
65330	65330	2
65331	65331	1
65332	65332	2
65333	65333	1
65334	65334	1
65335	65335	1
65336	65336	1
65337	65337	2
65338	65338	2
65339	65339	1
65340	65340	1
65341	65341	1
65342	65342	2
65343	65343	1
65344	65344	1
65345	65345	1
65346	65346	2
65347	65347	1
65348	65348	2
65349	65349	1
65350	65350	1
65351	65351	0
65352	65352	2
65353	65353	1
65354	65354	2
65355	65355	1
65356	65356	1
65357	65357	2
65358	65358	1
65359	65359	1
65360	65360	1
65361	65361	1
65362	65362	1
65363	65363	1
65364	65364	2
65365	65365	2
65366	65366	2
65367	65367	1
65368	65368	1
65369	65369	1
65370	65370	1
65371	65371	2
65372	65372	1
65373	65373	1
65374	65374	1
65375	65375	1
65376	65376	1
65377	65377	2
65378	65378	1
65379	65379	2
65380	65380	2
65381	65381	1
65382	65382	2
65383	65383	2
65384	65384	1
65385	65385	2
65386	65386	1
65387	65387	1
65388	65388	1
65389	65389	1
65390	65390	2
65391	65391	1
65392	65392	1
65393	65393	1
65394	65394	2
65395	65395	1
65396	65396	1
65397	65397	2
65398	65398	1
65399	65399	1
65400	65400	1
65401	65401	1
65402	65402	1
65403	65403	1
65404	65404	1
65405	65405	2
65406	65406	2
65407	65407	1
65408	65408	2
65409	65409	2
65410	65410	1
65411	65411	2
65412	65412	2
65413	65413	1
65414	65414	1
65415	65415	2
65416	65416	1
65417	65417	1
65418	65418	1
65419	65419	1
65420	65420	1
65421	65421	1
65422	65422	1
65423	65423	1
65424	65424	1
65425	65425	2
65426	65426	2
65427	65427	0
65428	65428	1
65429	65429	2
65430	65430	1
65431	65431	1
65432	65432	1
65433	65433	2
65434	65434	1
65435	65435	1
65436	65436	1
65437	65437	2
65438	65438	2
65439	65439	1
65440	65440	1
65441	65441	1
65442	65442	2
65443	65443	1
65444	65444	2
65445	65445	2
65446	65446	2
65447	65447	1
65448	65448	1
65449	65449	1
65450	65450	1
65451	65451	1
65452	65452	1
65453	65453	2
65454	65454	1
65455	65455	1
65456	65456	2
65457	65457	1
65458	65458	2
65459	65459	2
65460	65460	2
65461	65461	1
65462	65462	1
65463	65463	1
65464	65464	1
65465	65465	2
65466	65466	2
65467	65467	2
65468	65468	1
65469	65469	1
65470	65470	1
65471	65471	2
65472	65472	1
65473	65473	2
65474	65474	2
65475	65475	2
65476	65476	2
65477	65477	1
65478	65478	1
65479	65479	1
65480	65480	2
65481	65481	1
65482	65482	0
65483	65483	1
65484	65484	2
65485	65485	1
65486	65486	1
65487	65487	1
65488	65488	1
65489	65489	2
65490	65490	1
65491	65491	2
65492	65492	1
65493	65493	1
65494	65494	2
65495	65495	1
65496	65496	1
65497	65497	1
65498	65498	1
65499	65499	2
65500	65500	0
65501	65501	1
65502	65502	2
65503	65503	1
65504	65504	2
65505	65505	2
65506	65506	1
65507	65507	1
65508	65508	1
65509	65509	1
65510	65510	1
65511	65511	1
65512	65512	2
65513	65513	1
65514	65514	1
65515	65515	1
65516	65516	2
65517	65517	1
65518	65518	1
65519	65519	2
65520	65520	2
65521	65521	1
65522	65522	1
65523	65523	1
65524	65524	1
65525	65525	1
65526	65526	1
65527	65527	2
65528	65528	1
65529	65529	1
65530	65530	1
65531	65531	2
65532	65532	0
65533	65533	1
65534	65534	1
65535	65535	1
65536	65536	2
65537	65537	1
65538	65538	1
65539	65539	1
65540	65540	1
65541	65541	1
65542	65542	1
65543	65543	2
65544	65544	2
65545	65545	2
65546	65546	1
65547	65547	1
65548	65548	1
65549	65549	1
65550	65550	2
65551	65551	1
65552	65552	2
65553	65553	1
65554	65554	1
65555	65555	1
65556	65556	1
65557	65557	1
65558	65558	1
65559	65559	2
65560	65560	1
65561	65561	1
65562	65562	1
65563	65563	2
65564	65564	1
65565	65565	2
65566	65566	2
65567	65567	2
65568	65568	1
65569	65569	1
65570	65570	1
65571	65571	1
65572	65572	2
65573	65573	1
65574	65574	1
65575	65575	1
65576	65576	1
65577	65577	2
65578	65578	1
65579	65579	1
65580	65580	1
65581	65581	2
65582	65582	1
65583	65583	2
65584	65584	1
65585	65585	1
65586	65586	1
65587	65587	1
65588	65588	2
65589	65589	2
65590	65590	1
65591	65591	2
65592	65592	2
65593	65593	1
65594	65594	1
65595	65595	1
65596	65596	1
65597	65597	1
65598	65598	2
65599	65599	2
65600	65600	2
65601	65601	1
65602	65602	1
65603	65603	1
65604	65604	1
65605	65605	1
65606	65606	2
65607	65607	1
65608	65608	2
65609	65609	0
65610	65610	2
65611	65611	1
65612	65612	1
65613	65613	1
65614	65614	1
65615	65615	1
65616	65616	2
65617	65617	2
65618	65618	1
65619	65619	2
65620	65620	1
65621	65621	2
65622	65622	2
65623	65623	1
65624	65624	1
65625	65625	2
65626	65626	1
65627	65627	1
65628	65628	2
65629	65629	1
65630	65630	1
65631	65631	1
65632	65632	2
65633	65633	2
65634	65634	1
65635	65635	1
65636	65636	1
65637	65637	2
65638	65638	1
65639	65639	2
65640	65640	1
65641	65641	1
65642	65642	1
65643	65643	1
65644	65644	1
65645	65645	2
65646	65646	2
65647	65647	2
65648	65648	2
65649	65649	1
65650	65650	2
65651	65651	1
65652	65652	1
65653	65653	1
65654	65654	2
65655	65655	2
65656	65656	2
65657	65657	1
65658	65658	2
65659	65659	2
65660	65660	1
65661	65661	2
65662	65662	2
65663	65663	1
65664	65664	1
65665	65665	2
65666	65666	2
65667	65667	2
65668	65668	1
65669	65669	2
65670	65670	0
65671	65671	1
65672	65672	2
65673	65673	1
65674	65674	1
65675	65675	1
65676	65676	1
65677	65677	1
65678	65678	1
65679	65679	2
65680	65680	1
65681	65681	1
65682	65682	2
65683	65683	1
65684	65684	1
65685	65685	1
65686	65686	2
65687	65687	1
65688	65688	1
65689	65689	2
65690	65690	0
65691	65691	1
65692	65692	2
65693	65693	1
65694	65694	1
65695	65695	2
65696	65696	1
65697	65697	1
65698	65698	1
65699	65699	1
65700	65700	1
65701	65701	2
65702	65702	1
65703	65703	1
65704	65704	1
65705	65705	2
65706	65706	2
65707	65707	2
65708	65708	1
65709	65709	1
65710	65710	2
65711	65711	1
65712	65712	2
65713	65713	2
65714	65714	2
65715	65715	2
65716	65716	1
65717	65717	2
65718	65718	2
65719	65719	2
65720	65720	2
65721	65721	2
65722	65722	2
65723	65723	2
65724	65724	2
65725	65725	2
65726	65726	1
65727	65727	2
65728	65728	1
65729	65729	2
65730	65730	2
65731	65731	2
65732	65732	2
65733	65733	2
65734	65734	2
65735	65735	2
65736	65736	2
65737	65737	2
65738	65738	2
65739	65739	2
65740	65740	2
65741	65741	2
65742	65742	2
65743	65743	2
65744	65744	1
65745	65745	2
65746	65746	2
65747	65747	2
65748	65748	2
65749	65749	1
65750	65750	1
65751	65751	2
65752	65752	2
65753	65753	2
65754	65754	0
65755	65755	2
65756	65756	2
65757	65757	1
65758	65758	1
65759	65759	1
65760	65760	2
65761	65761	1
65762	65762	1
65763	65763	1
65764	65764	2
65765	65765	2
65766	65766	1
65767	65767	1
65768	65768	1
65769	65769	2
65770	65770	1
65771	65771	1
65772	65772	2
65773	65773	2
65774	65774	0
65775	65775	2
65776	65776	1
65777	65777	1
65778	65778	2
65779	65779	2
65780	65780	2
65781	65781	1
65782	65782	2
65783	65783	2
65784	65784	1
65785	65785	2
65786	65786	1
65787	65787	2
65788	65788	2
65789	65789	2
65790	65790	1
65791	65791	1
65792	65792	2
65793	65793	1
65794	65794	2
65795	65795	2
65796	65796	1
65797	65797	2
65798	65798	2
65799	65799	2
65800	65800	2
65801	65801	2
65802	65802	2
65803	65803	1
65804	65804	2
65805	65805	2
65806	65806	1
65807	65807	1
65808	65808	1
65809	65809	1
65810	65810	2
65811	65811	2
65812	65812	2
65813	65813	1
65814	65814	2
65815	65815	1
65816	65816	2
65817	65817	2
65818	65818	2
65819	65819	1
65820	65820	2
65821	65821	2
65822	65822	1
65823	65823	1
65824	65824	1
65825	65825	2
65826	65826	1
65827	65827	2
65828	65828	2
65829	65829	0
65830	65830	0
65831	65831	1
65832	65832	2
65833	65833	1
65834	65834	2
65835	65835	1
65836	65836	1
65837	65837	1
65838	65838	2
65839	65839	2
65840	65840	1
65841	65841	1
65842	65842	1
65843	65843	2
65844	65844	2
65845	65845	1
65846	65846	2
65847	65847	2
65848	65848	2
65849	65849	1
65850	65850	1
65851	65851	1
65852	65852	2
65853	65853	1
65854	65854	0
65855	65855	1
65856	65856	1
65857	65857	2
65858	65858	1
65859	65859	2
65860	65860	2
65861	65861	2
65862	65862	2
65863	65863	1
65864	65864	1
65865	65865	2
65866	65866	1
65867	65867	1
65868	65868	2
65869	65869	2
65870	65870	1
65871	65871	1
65872	65872	2
65873	65873	1
65874	65874	1
65875	65875	2
65876	65876	1
65877	65877	1
65878	65878	1
65879	65879	2
65880	65880	2
65881	65881	1
65882	65882	2
65883	65883	2
65884	65884	0
65885	65885	1
65886	65886	0
65887	65887	2
65888	65888	2
65889	65889	2
65890	65890	2
65891	65891	1
65892	65892	1
65893	65893	1
65894	65894	2
65895	65895	1
65896	65896	2
65897	65897	2
65898	65898	2
65899	65899	1
65900	65900	1
65901	65901	1
65902	65902	2
65903	65903	1
65904	65904	2
65905	65905	2
65906	65906	1
65907	65907	2
65908	65908	2
65909	65909	1
65910	65910	1
65911	65911	1
65912	65912	2
65913	65913	1
65914	65914	1
65915	65915	1
65916	65916	1
65917	65917	1
65918	65918	1
65919	65919	2
65920	65920	1
65921	65921	2
65922	65922	1
65923	65923	2
65924	65924	2
65925	65925	1
65926	65926	2
65927	65927	1
65928	65928	1
65929	65929	1
65930	65930	2
65931	65931	2
65932	65932	2
65933	65933	2
65934	65934	1
65935	65935	2
65936	65936	1
65937	65937	2
65938	65938	2
65939	65939	1
65940	65940	2
65941	65941	1
65942	65942	2
65943	65943	2
65944	65944	2
65945	65945	2
65946	65946	2
65947	65947	1
65948	65948	1
65949	65949	1
65950	65950	1
65951	65951	0
65952	65952	1
65953	65953	2
65954	65954	1
65955	65955	1
65956	65956	2
65957	65957	2
65958	65958	1
65959	65959	1
65960	65960	2
65961	65961	2
65962	65962	2
65963	65963	1
65964	65964	2
65965	65965	2
65966	65966	1
65967	65967	2
65968	65968	2
65969	65969	2
65970	65970	2
65971	65971	1
65972	65972	1
65973	65973	2
65974	65974	1
65975	65975	1
65976	65976	2
65977	65977	1
65978	65978	1
65979	65979	1
65980	65980	2
65981	65981	1
65982	65982	1
65983	65983	2
65984	65984	2
65985	65985	2
65986	65986	2
65987	65987	2
65988	65988	1
65989	65989	0
65990	65990	2
65991	65991	1
65992	65992	1
65993	65993	2
65994	65994	2
65995	65995	2
65996	65996	2
65997	65997	1
65998	65998	2
65999	65999	1
66000	66000	1
66001	66001	1
66002	66002	1
66003	66003	2
66004	66004	2
66005	66005	2
66006	66006	2
66007	66007	1
66008	66008	2
66009	66009	2
66010	66010	2
66011	66011	1
66012	66012	1
66013	66013	1
66014	66014	2
66015	66015	2
66016	66016	2
66017	66017	2
66018	66018	1
66019	66019	2
66020	66020	2
66021	66021	2
66022	66022	2
66023	66023	1
66024	66024	1
66025	66025	2
66026	66026	1
66027	66027	2
66028	66028	1
66029	66029	2
66030	66030	2
66031	66031	2
66032	66032	2
66033	66033	0
66034	66034	2
66035	66035	1
66036	66036	1
66037	66037	1
66038	66038	1
66039	66039	1
66040	66040	2
66041	66041	1
66042	66042	2
66043	66043	2
66044	66044	1
66045	66045	2
66046	66046	1
66047	66047	1
66048	66048	1
66049	66049	2
66050	66050	2
66051	66051	2
66052	66052	2
66053	66053	1
66054	66054	2
66055	66055	1
66056	66056	1
66057	66057	2
66058	66058	2
66059	66059	2
66060	66060	1
66061	66061	2
66062	66062	1
66063	66063	2
66064	66064	1
66065	66065	0
66066	66066	1
66067	66067	2
66068	66068	2
66069	66069	2
66070	66070	2
66071	66071	1
66072	66072	1
66073	66073	2
66074	66074	2
66075	66075	2
66076	66076	1
66077	66077	2
66078	66078	1
66079	66079	1
66080	66080	2
66081	66081	1
66082	66082	2
66083	66083	2
66084	66084	2
66085	66085	1
66086	66086	1
66087	66087	1
66088	66088	2
66089	66089	2
66090	66090	1
66091	66091	2
66092	66092	1
66093	66093	1
66094	66094	1
66095	66095	2
66096	66096	1
66097	66097	1
66098	66098	1
66099	66099	2
66100	66100	2
66101	66101	2
66102	66102	2
66103	66103	1
66104	66104	1
66105	66105	1
66106	66106	2
66107	66107	2
66108	66108	0
66109	66109	2
66110	66110	2
66111	66111	2
66112	66112	2
66113	66113	1
66114	66114	2
66115	66115	1
66116	66116	1
66117	66117	1
66118	66118	1
66119	66119	1
66120	66120	1
66121	66121	1
66122	66122	2
66123	66123	1
66124	66124	1
66125	66125	1
66126	66126	1
66127	66127	2
66128	66128	1
66129	66129	2
66130	66130	1
66131	66131	1
66132	66132	2
66133	66133	1
66134	66134	1
66135	66135	2
66136	66136	2
66137	66137	1
66138	66138	1
66139	66139	1
66140	66140	1
66141	66141	1
66142	66142	1
66143	66143	1
66144	66144	1
66145	66145	2
66146	66146	1
66147	66147	1
66148	66148	1
66149	66149	1
66150	66150	2
66151	66151	2
66152	66152	1
66153	66153	2
66154	66154	1
66155	66155	2
66156	66156	1
66157	66157	2
66158	66158	2
66159	66159	1
66160	66160	2
66161	66161	2
66162	66162	2
66163	66163	2
66164	66164	1
66165	66165	1
66166	66166	2
66167	66167	2
66168	66168	1
66169	66169	2
66170	66170	2
66171	66171	1
66172	66172	2
66173	66173	2
66174	66174	1
66175	66175	1
66176	66176	1
66177	66177	1
66178	66178	1
66179	66179	2
66180	66180	2
66181	66181	1
66182	66182	2
66183	66183	1
66184	66184	1
66185	66185	2
66186	66186	2
66187	66187	1
66188	66188	2
66189	66189	1
66190	66190	2
66191	66191	1
66192	66192	1
66193	66193	1
66194	66194	1
66195	66195	1
66196	66196	2
66197	66197	1
66198	66198	2
66199	66199	1
66200	66200	2
66201	66201	0
66202	66202	2
66203	66203	1
66204	66204	1
66205	66205	1
66206	66206	2
66207	66207	2
66208	66208	2
66209	66209	2
66210	66210	0
66211	66211	1
66212	66212	1
66213	66213	2
66214	66214	1
66215	66215	1
66216	66216	2
66217	66217	2
66218	66218	2
66219	66219	1
66220	66220	1
66221	66221	1
66222	66222	1
66223	66223	1
66224	66224	1
66225	66225	1
66226	66226	1
66227	66227	1
66228	66228	2
66229	66229	1
66230	66230	1
66231	66231	1
66232	66232	2
66233	66233	2
66234	66234	1
66235	66235	1
66236	66236	1
66237	66237	1
66238	66238	2
66239	66239	2
66240	66240	2
66241	66241	1
66242	66242	2
66243	66243	1
66244	66244	1
66245	66245	1
66246	66246	1
66247	66247	1
66248	66248	2
66249	66249	1
66250	66250	2
66251	66251	0
66252	66252	2
66253	66253	1
66254	66254	2
66255	66255	1
66256	66256	1
66257	66257	1
66258	66258	2
66259	66259	2
66260	66260	1
66261	66261	1
66262	66262	2
66263	66263	2
66264	66264	1
66265	66265	1
66266	66266	2
66267	66267	2
66268	66268	1
66269	66269	2
66270	66270	2
66271	66271	2
66272	66272	1
66273	66273	2
66274	66274	1
66275	66275	2
66276	66276	2
66277	66277	2
66278	66278	2
66279	66279	2
66280	66280	2
66281	66281	2
66282	66282	2
66283	66283	2
66284	66284	2
66285	66285	2
66286	66286	1
66287	66287	2
66288	66288	1
66289	66289	1
66290	66290	1
66291	66291	2
66292	66292	2
66293	66293	1
66294	66294	2
66295	66295	2
66296	66296	2
66297	66297	1
66298	66298	2
66299	66299	1
66300	66300	2
66301	66301	1
66302	66302	1
66303	66303	1
66304	66304	1
66305	66305	0
66306	66306	2
66307	66307	2
66308	66308	2
66309	66309	0
66310	66310	2
66311	66311	2
66312	66312	0
66313	66313	2
66314	66314	1
66315	66315	0
66316	66316	2
66317	66317	1
66318	66318	1
66319	66319	2
66320	66320	2
66321	66321	2
66322	66322	2
66323	66323	1
66324	66324	1
66325	66325	1
66326	66326	1
66327	66327	0
66328	66328	2
66329	66329	2
66330	66330	1
66331	66331	0
66332	66332	1
66333	66333	1
66334	66334	1
66335	66335	1
66336	66336	1
66337	66337	1
66338	66338	2
66339	66339	2
66340	66340	2
66341	66341	0
66342	66342	0
66343	66343	2
66344	66344	0
66345	66345	0
66346	66346	1
66347	66347	1
66348	66348	0
66349	66349	0
66350	66350	2
66351	66351	0
66352	66352	1
66353	66353	1
66354	66354	2
66355	66355	2
66356	66356	1
66357	66357	2
66358	66358	0
66359	66359	2
66360	66360	0
66361	66361	2
66362	66362	1
66363	66363	2
66364	66364	2
66365	66365	1
66366	66366	2
66367	66367	1
66368	66368	1
66369	66369	2
66370	66370	1
66371	66371	2
66372	66372	2
66373	66373	1
66374	66374	2
66375	66375	2
66376	66376	1
66377	66377	1
66378	66378	2
66379	66379	2
66380	66380	1
66381	66381	2
66382	66382	2
66383	66383	2
66384	66384	2
66385	66385	1
66386	66386	2
66387	66387	1
66388	66388	2
66389	66389	1
66390	66390	2
66391	66391	2
66392	66392	2
66393	66393	1
66394	66394	1
66395	66395	1
66396	66396	1
66397	66397	2
66398	66398	0
66399	66399	1
66400	66400	1
66401	66401	1
66402	66402	1
66403	66403	2
66404	66404	1
66405	66405	1
66406	66406	2
66407	66407	1
66408	66408	1
66409	66409	2
66410	66410	2
66411	66411	1
66412	66412	2
66413	66413	1
66414	66414	1
66415	66415	2
66416	66416	1
66417	66417	1
66418	66418	1
66419	66419	1
66420	66420	2
66421	66421	1
66422	66422	2
66423	66423	1
66424	66424	1
66425	66425	1
66426	66426	1
66427	66427	2
66428	66428	1
66429	66429	2
66430	66430	2
66431	66431	1
66432	66432	2
66433	66433	2
66434	66434	2
66435	66435	1
66436	66436	1
66437	66437	1
66438	66438	1
66439	66439	1
66440	66440	2
66441	66441	1
66442	66442	2
66443	66443	1
66444	66444	1
66445	66445	2
66446	66446	2
66447	66447	2
66448	66448	1
66449	66449	2
66450	66450	1
66451	66451	2
66452	66452	1
66453	66453	1
66454	66454	2
66455	66455	1
66456	66456	2
66457	66457	1
66458	66458	1
66459	66459	2
66460	66460	1
66461	66461	1
66462	66462	1
66463	66463	2
66464	66464	2
66465	66465	2
66466	66466	2
66467	66467	2
66468	66468	0
66469	66469	2
66470	66470	2
66471	66471	1
66472	66472	1
66473	66473	1
66474	66474	2
66475	66475	2
66476	66476	2
66477	66477	2
66478	66478	2
66479	66479	1
66480	66480	1
66481	66481	2
66482	66482	2
66483	66483	2
66484	66484	2
66485	66485	2
66486	66486	1
66487	66487	1
66488	66488	1
66489	66489	1
66490	66490	2
66491	66491	1
66492	66492	1
66493	66493	1
66494	66494	1
66495	66495	1
66496	66496	1
66497	66497	1
66498	66498	2
66499	66499	1
66500	66500	1
66501	66501	1
66502	66502	1
66503	66503	2
66504	66504	2
66505	66505	1
66506	66506	1
66507	66507	2
66508	66508	0
66509	66509	2
66510	66510	2
66511	66511	1
66512	66512	2
66513	66513	2
66514	66514	2
66515	66515	1
66516	66516	2
66517	66517	1
66518	66518	2
66519	66519	1
66520	66520	2
66521	66521	1
66522	66522	1
66523	66523	1
66524	66524	1
66525	66525	2
66526	66526	2
66527	66527	2
66528	66528	1
66529	66529	1
66530	66530	1
66531	66531	2
66532	66532	2
66533	66533	2
66534	66534	2
66535	66535	1
66536	66536	1
66537	66537	2
66538	66538	1
66539	66539	2
66540	66540	1
66541	66541	1
66542	66542	2
66543	66543	1
66544	66544	2
66545	66545	2
66546	66546	2
66547	66547	2
66548	66548	1
66549	66549	2
66550	66550	2
66551	66551	2
66552	66552	2
66553	66553	2
66554	66554	2
66555	66555	1
66556	66556	2
66557	66557	1
66558	66558	1
66559	66559	2
66560	66560	2
66561	66561	2
66562	66562	1
66563	66563	1
66564	66564	2
66565	66565	2
66566	66566	2
66567	66567	1
66568	66568	0
66569	66569	1
66570	66570	1
66571	66571	1
66572	66572	2
66573	66573	1
66574	66574	1
66575	66575	1
66576	66576	1
66577	66577	2
66578	66578	2
66579	66579	1
66580	66580	1
66581	66581	2
66582	66582	2
66583	66583	2
66584	66584	2
66585	66585	1
66586	66586	1
66587	66587	2
66588	66588	1
66589	66589	2
66590	66590	2
66591	66591	2
66592	66592	1
66593	66593	2
66594	66594	2
66595	66595	1
66596	66596	2
66597	66597	2
66598	66598	1
66599	66599	1
66600	66600	0
66601	66601	2
66602	66602	1
66603	66603	2
66604	66604	1
66605	66605	2
66606	66606	1
66607	66607	1
66608	66608	2
66609	66609	2
66610	66610	2
66611	66611	1
66612	66612	2
66613	66613	1
66614	66614	1
66615	66615	1
66616	66616	1
66617	66617	1
66618	66618	2
66619	66619	1
66620	66620	2
66621	66621	1
66622	66622	2
66623	66623	2
66624	66624	1
66625	66625	2
66626	66626	1
66627	66627	1
66628	66628	1
66629	66629	2
66630	66630	2
66631	66631	2
66632	66632	2
66633	66633	2
66634	66634	2
66635	66635	2
66636	66636	1
66637	66637	2
66638	66638	2
66639	66639	2
66640	66640	1
66641	66641	1
66642	66642	1
66643	66643	2
66644	66644	2
66645	66645	2
66646	66646	1
66647	66647	2
66648	66648	2
66649	66649	1
66650	66650	2
66651	66651	2
66652	66652	2
66653	66653	2
66654	66654	2
66655	66655	1
66656	66656	2
66657	66657	1
66658	66658	2
66659	66659	0
66660	66660	2
66661	66661	1
66662	66662	1
66663	66663	2
66664	66664	2
66665	66665	2
66666	66666	2
66667	66667	2
66668	66668	2
66669	66669	2
66670	66670	2
66671	66671	1
66672	66672	2
66673	66673	2
66674	66674	2
66675	66675	1
66676	66676	2
66677	66677	2
66678	66678	2
66679	66679	1
66680	66680	1
66681	66681	1
66682	66682	2
66683	66683	2
66684	66684	1
66685	66685	2
66686	66686	1
66687	66687	1
66688	66688	1
66689	66689	1
66690	66690	2
66691	66691	1
66692	66692	2
66693	66693	2
66694	66694	2
66695	66695	1
66696	66696	2
66697	66697	0
66698	66698	1
66699	66699	2
66700	66700	1
66701	66701	1
66702	66702	2
66703	66703	1
66704	66704	2
66705	66705	1
66706	66706	2
66707	66707	2
66708	66708	1
66709	66709	1
66710	66710	2
66711	66711	2
66712	66712	1
66713	66713	2
66714	66714	2
66715	66715	2
66716	66716	2
66717	66717	1
66718	66718	1
66719	66719	2
66720	66720	1
66721	66721	2
66722	66722	2
66723	66723	1
66724	66724	1
66725	66725	2
66726	66726	1
66727	66727	2
66728	66728	2
66729	66729	1
66730	66730	2
66731	66731	1
66732	66732	1
66733	66733	2
66734	66734	1
66735	66735	2
66736	66736	2
66737	66737	2
66738	66738	2
66739	66739	2
66740	66740	1
66741	66741	2
66742	66742	1
66743	66743	1
66744	66744	2
66745	66745	2
66746	66746	2
66747	66747	2
66748	66748	1
66749	66749	1
66750	66750	2
66751	66751	1
66752	66752	2
66753	66753	1
66754	66754	2
66755	66755	2
66756	66756	1
66757	66757	1
66758	66758	2
66759	66759	1
66760	66760	2
66761	66761	2
66762	66762	1
66763	66763	2
66764	66764	1
66765	66765	1
66766	66766	1
66767	66767	0
66768	66768	2
66769	66769	2
66770	66770	2
66771	66771	2
66772	66772	2
66773	66773	1
66774	66774	1
66775	66775	1
66776	66776	2
66777	66777	2
66778	66778	1
66779	66779	1
66780	66780	2
66781	66781	2
66782	66782	2
66783	66783	1
66784	66784	2
66785	66785	2
66786	66786	2
66787	66787	2
66788	66788	2
66789	66789	2
66790	66790	2
66791	66791	2
66792	66792	1
66793	66793	1
66794	66794	2
66795	66795	2
66796	66796	1
66797	66797	2
66798	66798	2
66799	66799	2
66800	66800	2
66801	66801	2
66802	66802	1
66803	66803	1
66804	66804	0
66805	66805	2
66806	66806	2
66807	66807	2
66808	66808	1
66809	66809	2
66810	66810	1
66811	66811	1
66812	66812	1
66813	66813	2
66814	66814	1
66815	66815	2
66816	66816	1
66817	66817	1
66818	66818	1
66819	66819	2
66820	66820	2
66821	66821	1
66822	66822	1
66823	66823	2
66824	66824	2
66825	66825	2
66826	66826	2
66827	66827	1
66828	66828	1
66829	66829	2
66830	66830	2
66831	66831	1
66832	66832	1
66833	66833	1
66834	66834	2
66835	66835	2
66836	66836	1
66837	66837	2
66838	66838	1
66839	66839	1
66840	66840	1
66841	66841	2
66842	66842	2
66843	66843	1
66844	66844	1
66845	66845	2
66846	66846	2
66847	66847	2
66848	66848	2
66849	66849	1
66850	66850	1
66851	66851	1
66852	66852	1
66853	66853	2
66854	66854	2
66855	66855	2
66856	66856	2
66857	66857	1
66858	66858	0
66859	66859	1
66860	66860	1
66861	66861	2
66862	66862	2
66863	66863	2
66864	66864	1
66865	66865	1
66866	66866	2
66867	66867	2
66868	66868	2
66869	66869	1
66870	66870	2
66871	66871	2
66872	66872	2
66873	66873	2
66874	66874	1
66875	66875	1
66876	66876	1
66877	66877	1
66878	66878	2
66879	66879	2
66880	66880	2
66881	66881	1
66882	66882	1
66883	66883	2
66884	66884	2
66885	66885	2
66886	66886	1
66887	66887	1
66888	66888	2
66889	66889	1
66890	66890	1
66891	66891	2
66892	66892	1
66893	66893	1
66894	66894	1
66895	66895	1
66896	66896	1
66897	66897	1
66898	66898	2
66899	66899	2
66900	66900	2
66901	66901	2
66902	66902	1
66903	66903	1
66904	66904	1
66905	66905	2
66906	66906	1
66907	66907	1
66908	66908	2
66909	66909	1
66910	66910	2
66911	66911	1
66912	66912	0
66913	66913	2
66914	66914	2
66915	66915	2
66916	66916	2
66917	66917	1
66918	66918	2
66919	66919	2
66920	66920	1
66921	66921	1
66922	66922	2
66923	66923	2
66924	66924	1
66925	66925	2
66926	66926	2
66927	66927	1
66928	66928	1
66929	66929	1
66930	66930	1
66931	66931	2
66932	66932	2
66933	66933	1
66934	66934	2
66935	66935	2
66936	66936	2
66937	66937	2
66938	66938	2
66939	66939	2
66940	66940	2
66941	66941	1
66942	66942	2
66943	66943	0
66944	66944	2
66945	66945	1
66946	66946	2
66947	66947	2
66948	66948	2
66949	66949	2
66950	66950	2
66951	66951	1
66952	66952	1
66953	66953	2
66954	66954	2
66955	66955	2
66956	66956	2
66957	66957	2
66958	66958	1
66959	66959	1
66960	66960	1
66961	66961	2
66962	66962	1
66963	66963	2
66964	66964	0
66965	66965	2
66966	66966	2
66967	66967	1
66968	66968	2
66969	66969	1
66970	66970	1
66971	66971	2
66972	66972	1
66973	66973	1
66974	66974	2
66975	66975	1
66976	66976	0
66977	66977	2
66978	66978	2
66979	66979	2
66980	66980	2
66981	66981	2
66982	66982	2
66983	66983	2
66984	66984	2
66985	66985	2
66986	66986	2
66987	66987	2
66988	66988	2
66989	66989	2
66990	66990	2
66991	66991	2
66992	66992	1
66993	66993	2
66994	66994	2
66995	66995	2
66996	66996	1
66997	66997	1
66998	66998	1
66999	66999	2
67000	67000	2
67001	67001	2
67002	67002	2
67003	67003	1
